iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ALB,Europe,Algeria,2020-10-20,9606,102,151.429,996.0,,5.714,373.199,7.992,4.115,32.316,0.0,2.383,1.01,,,,,,,,,,,,,,,,,,,,,,,62.96,43851043,17.348,18.6,13.188,1.337,11803.431,,304.195,6.73,,51.2,83.741,0.5,76.88,0.785
DZA,Asia,Algeria,2020-04-05,8503,95,104.429,,5.0,1.857,105.636,53.166,23.71,37.181,4.517,0.496,1.09,,,,,,,,,,,,,,,,,,,,,,,84.26,2877800,17.348,38.0,2.581,8.643,11803.431,1.1,109.135,9.59,,30.4,37.746,2.89,78.57,0.785
AND,Asia,Albania,2020-09-14,47216,176,191.571,38.0,3.0,0.143,97.945,14.39,3.523,38.507,0.154,0.192,1.14,,,,,,,,,,,,,,,,,,,,,,,21.3,2877800,17.348,18.6,6.211,8.643,1803.987,,597.029,10.08,,51.2,,0.5,78.57,0.754
AND,Europe,Albania,2020-04-08,11385,193,70.143,375.0,8.0,13.143,730.265,6.011,237.582,3.475,0.137,0.44,1.24,,,,,,,,,,,,,,,,,,,,,,,9.26,2877800,54.422,38.0,6.211,8.643,13913.839,1.1,597.029,9.59,0.7,30.4,37.746,1.9,64.83,0.754
ALB,Europe,Afghanistan,2020-02-26,53072,49,164.857,166.0,3.0,1.286,96.254,4.517,0.587,46.563,3.475,0.4,0.89,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341,54.422,18.6,6.211,1.337,11803.431,,597.029,10.08,7.1,,,1.9,76.88,0.498
DZA,Europe,Afghanistan,2020-04-09,21355,192,164.143,206.0,29.0,8.857,604.958,5.395,18.913,7.809,2.085,0.231,0.75,,,,,,,,,,,,,,,,,,,,,,,81.48,38928341,17.348,29.1,6.211,,1803.987,1.1,304.195,10.08,0.7,51.2,83.741,0.5,78.57,0.785
DZA,Asia,Andorra,2020-12-01,54203,17,69.143,59.0,4.0,4.429,12.942,37.529,5.332,4.984,0.0,0.218,1.24,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,104.871,38.0,2.581,1.337,1803.987,0.5,278.364,6.73,0.7,30.4,83.741,2.89,76.88,0.754
ALB,Europe,Albania,2020-07-11,53011,79,207.429,912.0,10.0,10.0,2295.156,4.881,4.826,41.307,0.0,0.048,0.75,,,,,,,,,,,,,,,,,,,,,,,68.52,38928341,17.348,18.6,6.211,1.337,13913.839,0.5,278.364,6.73,,30.4,37.746,2.89,78.57,0.754
AND,Asia,Afghanistan,2020-09-06,15,573,69.0,637.0,12.0,10.143,8237.195,5.395,23.381,427.41,0.695,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,89.81,2877800,104.871,,13.188,8.643,13913.839,1.1,597.029,10.08,0.7,37.8,83.741,1.9,76.88,0.498
AND,Europe,Afghanistan,2020-06-05,90,58,476.714,1620.0,,10.571,448.997,5.838,8.48,400.653,0.103,0.628,1.14,,,,,,,,,,,,,,,,,,,,,,,62.96,43851043,104.871,18.6,13.188,8.643,13913.839,0.5,278.364,9.59,,,83.741,2.89,64.83,0.498
ALB,Asia,Afghanistan,2020-06-08,5,135,138.286,2030.0,19.0,6.857,397.178,132.393,2.78,42.53,1.737,0.231,1.35,,,,,,,,,,,,,,,,,,,,,,,79.63,38928341,104.871,29.1,2.581,3.857,11803.431,,597.029,6.73,0.7,51.2,37.746,1.9,76.88,0.785
DZA,Asia,Albania,2020-06-08,86730,2,557.714,2191.0,10.0,3.429,2289.752,4.629,13.474,0.798,0.308,0.251,1.07,,,,,,,,,,,,,,,,,,,,,,,84.26,2877800,104.871,29.1,,8.643,1803.987,1.1,597.029,10.08,7.1,37.8,37.746,2.89,64.83,0.785
AND,Asia,Afghanistan,2020-09-29,20,66,2.429,,11.0,0.571,411.425,8.324,47.01,36.22,0.068,0.05,0.85,,,,,,,,,,,,,,,,,,,,,,,65.74,2877800,104.871,29.1,6.211,3.857,1803.987,0.5,278.364,10.08,7.1,51.2,,2.89,64.83,0.785
ALB,Asia,Afghanistan,2020-11-23,11147,413,438.714,1599.0,2.0,1.429,10367.989,3.822,23.133,15.85,1.042,0.189,1.01,,,,,,,,,,,,,,,,,,,,,,,,43851043,17.348,38.0,2.581,8.643,1803.987,0.5,597.029,10.08,7.1,51.2,,2.89,64.83,0.498
AND,Asia,Albania,2020-11-13,30950,210,105.286,23.0,8.0,0.0,1074.127,284.734,0.011,43.413,0.182,0.179,,,,,,,,,,,,,,,,,,,,,,,,0.0,2877800,54.422,38.0,13.188,3.857,1803.987,1.1,304.195,10.08,,30.4,83.741,0.5,78.57,0.754
ALB,Asia,Afghanistan,2020-11-08,10154,759,39.286,1016.0,1.0,3.0,303.994,0.046,7.021,,0.0,0.536,1.19,,,,,,,,,,,,,,,,,,,,,,,62.96,2877800,104.871,18.6,2.581,3.857,11803.431,,278.364,10.08,,30.4,37.746,2.89,76.88,0.785
ALB,Europe,Andorra,2020-03-31,259,65,35.0,1562.0,6.0,5.0,1215.207,13.956,19.459,94.169,0.274,0.169,0.74,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,104.871,38.0,2.581,1.337,11803.431,,597.029,7.97,,30.4,83.741,0.5,76.88,0.498
ALB,Asia,Andorra,2020-03-30,6536,330,612.714,31.0,3.0,5.429,836.901,2.085,5.138,20.98,0.251,2.035,1.28,,,,,,,,,,,,,,,,,,,,,,,41.67,38928341,54.422,18.6,13.188,8.643,13913.839,1.1,304.195,10.08,7.1,,37.746,1.9,64.83,0.785
AND,Asia,Afghanistan,2020-08-13,49413,282,224.571,1438.0,1.0,11.0,406.102,0.565,4.246,113.628,2.085,0.143,0.84,,,,,,,,,,,,,,,,,,,,,,,76.85,38928341,54.422,,13.188,1.337,11803.431,,278.364,9.59,0.7,,83.741,1.9,76.88,0.785
ALB,Asia,Andorra,2020-12-22,14528,267,151.429,230.0,3.0,3.857,809.359,9.988,6.157,314.476,0.16,0.0,1.24,,,,,,,,,,,,,,,,,,,,,,,12.04,2877800,17.348,29.1,13.188,1.337,1803.987,,304.195,10.08,,51.2,37.746,2.89,76.88,0.498
AND,Asia,Andorra,2021-01-16,1341,193,90.429,1.0,3.0,6.857,741.237,9.418,,42.463,0.0,0.029,1.28,,,,,,,,,,,,,,,,,,,,,,,,38928341,54.422,38.0,13.188,8.643,11803.431,0.5,597.029,6.73,0.7,51.2,37.746,1.9,78.57,0.498
ALB,Europe,Andorra,2020-04-04,424,574,12.143,193.0,1.0,6.857,918.063,37.529,,1.516,0.103,0.147,1.14,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,17.348,18.6,13.188,3.857,13913.839,,278.364,9.59,7.1,51.2,83.741,0.5,78.57,0.498
ALB,Africa,Afghanistan,2020-05-17,841,409,555.571,387.0,20.0,10.0,171.991,1.49,16.239,41.699,0.051,0.645,1.31,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,17.348,38.0,6.211,8.643,1803.987,,597.029,7.97,,,37.746,2.89,76.88,0.754
ALB,Europe,Andorra,2020-07-14,53814,29,241.286,47.0,7.0,2.857,2111.626,5.56,1.934,57.644,0.228,0.385,1.07,,,,,,,,,,,,,,,,,,,,,,,28.7,43851043,54.422,38.0,2.581,3.857,13913.839,0.5,278.364,9.59,7.1,,83.741,0.5,76.88,0.754
ALB,Asia,Afghanistan,2020-03-02,8857,554,19.143,741.0,8.0,8.857,2025.607,3.127,12.5,7.992,0.308,0.084,,,,,,,,,,,,,,,,,,,,,,,,86.57,2877800,17.348,18.6,2.581,8.643,13913.839,1.1,304.195,6.73,7.1,51.2,37.746,1.9,64.83,0.498
ALB,Africa,Afghanistan,2020-09-02,41032,0,70.571,,,9.0,1122.087,0.347,2.8,11.467,0.051,0.195,0.81,,,,,,,,,,,,,,,,,,,,,,,75.93,2877800,104.871,29.1,6.211,3.857,1803.987,0.5,278.364,9.59,0.7,30.4,83.741,0.5,64.83,0.785
ALB,Asia,Andorra,2020-06-01,4838,53,191.714,17.0,7.0,1.286,1012.681,11.815,0.58,55.846,0.228,0.327,1.46,,,,,,,,,,,,,,,,,,,,,,,12.04,2877800,163.755,29.1,13.188,,13913.839,1.1,597.029,6.73,7.1,51.2,37.746,1.9,76.88,0.754
ALB,Europe,Albania,2020-07-05,22549,644,488.857,1822.0,10.0,0.0,1216.049,45.173,2.554,,0.0,0.202,,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,104.871,38.0,6.211,8.643,1803.987,0.5,278.364,6.73,7.1,30.4,,1.9,64.83,0.785
ALB,Asia,Albania,2020-10-03,38243,860,119.857,232.0,9.0,0.0,202.933,7.992,4.47,61.158,0.077,0.576,1.16,,,,,,,,,,,,,,,,,,,,,,,12.04,77265,17.348,18.6,6.211,8.643,13913.839,,597.029,10.08,7.1,,,1.9,76.88,0.754
AND,Europe,Andorra,2020-07-01,49413,7,16.429,5.0,6.0,5.429,10367.989,2.714,13.204,36.503,0.695,1.142,0.97,,,,,,,,,,,,,,,,,,,,,,,71.3,2877800,54.422,18.6,13.188,8.643,11803.431,,597.029,10.08,,30.4,83.741,2.89,78.57,0.498
ALB,Asia,Andorra,2020-03-22,38103,18,50.857,1438.0,6.0,7.286,2132.378,2.085,5.613,38.096,0.296,0.073,1.15,,,,,,,,,,,,,,,,,,,,,,,16.67,2877800,104.871,29.1,6.211,1.337,13913.839,1.1,597.029,10.08,0.7,,37.746,2.89,64.83,0.785
ALB,Asia,Algeria,2020-10-19,63595,136,233.143,115.0,5.0,6.143,5062.2,1.737,3.425,,1.042,0.179,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,104.871,38.0,13.188,3.857,13913.839,1.1,278.364,10.08,,,,1.9,64.83,0.785
AND,Europe,Afghanistan,2020-03-05,48966,0,33.143,321.0,14.0,8.0,22932.101,8.965,0.059,58.158,0.0,0.169,,,,,,,,,,,,,,,,,,,,,,,,84.26,2877800,104.871,18.6,13.188,8.643,1803.987,1.1,278.364,10.08,7.1,,37.746,2.89,78.57,0.754
ALB,Europe,Albania,2020-10-23,1,66,539.857,31.0,0.0,14.429,1200.838,3.329,51.23,134.478,0.068,0.077,0.79,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,104.871,18.6,6.211,1.337,13913.839,,597.029,10.08,,51.2,83.741,2.89,76.88,0.754
DZA,Asia,Afghanistan,2020-10-28,99610,158,99.143,188.0,10.0,7.143,638.682,5.907,0.176,33.78,4.517,0.114,1.12,,,,,,,,,,,,,,,,,,,,,,,84.26,2877800,104.871,29.1,2.581,1.337,1803.987,0.5,278.364,9.59,,,37.746,0.5,64.83,0.785
DZA,Asia,Andorra,2020-11-12,47851,175,46.857,1698.0,0.0,5.0,1032.667,0.103,100.126,20.037,1.042,0.0,1.01,,,,,,,,,,,,,,,,,,,,,,,79.63,2877800,54.422,,13.188,3.857,1803.987,,304.195,9.59,0.7,,83.741,2.89,78.57,0.498
ALB,Asia,Albania,2020-06-04,16212,15,5.429,353.0,0.0,22.857,2990.131,0.0,0.065,11.562,0.347,0.073,1.13,,,,,,,,,,,,,,,,,,,,,,,75.93,43851043,104.871,29.1,2.581,1.337,1803.987,1.1,304.195,9.59,,51.2,,1.9,78.57,0.498
AND,Asia,Andorra,2020-11-28,6442,441,424.571,2836.0,0.0,5.286,974.714,0.514,4.158,27.046,0.308,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,12.04,43851043,54.422,29.1,2.581,1.337,11803.431,0.5,304.195,10.08,,30.4,,2.89,76.88,0.785
ALB,Asia,Algeria,2020-06-06,39268,0,249.0,1421.0,,2.429,0.103,24.672,3.971,52.584,,,1.22,,,,,,,,,,,,,,,,,,,,,,,21.3,43851043,17.348,29.1,6.211,1.337,13913.839,0.5,597.029,10.08,29.0,51.2,,2.89,78.57,0.754
AND,Asia,Andorra,2020-10-08,56572,168,11.0,1659.0,20.0,19.714,2190.803,58.03,13.921,9.582,0.068,2.333,1.16,,,,,,,,,,,,,,,,,,,,,,,12.04,43851043,17.348,29.1,13.188,3.857,1803.987,,597.029,6.73,,30.4,83.741,0.5,78.57,0.498
AND,Asia,Afghanistan,2020-03-20,10382,492,109.0,419.0,9.0,21.429,6.887,6.499,0.0,38.517,0.0,0.459,1.02,,,,,,,,,,,,,,,,,,,,,,,65.74,43851043,54.422,38.0,2.581,1.337,1803.987,1.1,304.195,6.73,,51.2,,2.89,83.73,0.785
AFG,Asia,Andorra,2020-11-26,63971,127,248.571,4.0,9.0,2.714,438.877,0.0,0.899,41.664,0.0,0.844,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,104.871,18.6,2.581,1.337,13913.839,0.5,597.029,6.73,7.1,51.2,37.746,2.89,64.83,0.754
ALB,Asia,Andorra,2020-08-18,29126,262,9.857,1407.0,3.0,3.286,122.437,13.64,18.962,186.253,0.228,1.34,,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,104.871,38.0,2.581,8.643,11803.431,0.5,597.029,9.59,,,,2.89,64.83,0.785
ALB,Europe,Afghanistan,2020-08-22,4,109,718.0,674.0,,8.571,918.063,3.127,1.428,,4.865,0.166,0.81,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,54.422,29.1,2.581,3.857,1803.987,1.1,278.364,10.08,,,83.741,2.89,64.83,0.785
ALB,Asia,Albania,2020-11-14,24872,18,1.714,437.0,4.0,3.429,1057.307,174.091,4.506,56.283,0.0,0.192,1.17,,,,,,,,,,,,,,,,,,,,,,,27.78,43851043,17.348,18.6,6.211,3.857,13913.839,0.5,597.029,10.08,,,83.741,2.89,76.88,0.498
ALB,Asia,Andorra,2020-12-19,38897,91,307.857,31.0,9.0,8.857,1107.791,12.942,2.596,149.072,0.091,0.158,0.97,,,,,,,,,,,,,,,,,,,,,,,54.63,38928341,17.348,18.6,13.188,1.337,13913.839,,278.364,10.08,,30.4,,0.5,78.57,0.754
ALB,Asia,Albania,2020-07-08,37990,5,55.571,384.0,12.0,9.571,941.859,20.088,0.484,61.481,0.319,0.695,0.87,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,54.422,29.1,6.211,1.337,1803.987,0.5,278.364,9.59,,51.2,,1.9,76.88,0.785
AND,Asia,Afghanistan,2020-11-21,55380,156,142.0,1181.0,1.0,8.714,1257.49,6.037,1.87,47.365,0.077,0.199,1.0,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043,17.348,38.0,13.188,1.337,13913.839,0.5,278.364,9.59,7.1,51.2,83.741,1.9,76.88,0.785
DZA,Asia,Albania,2020-11-21,13273,591,794.857,1402.0,10.0,7.857,972.351,186.948,49.393,13.113,0.205,4.914,,,,,,,,,,,,,,,,,,,,,,,,60.19,2877800,17.348,18.6,2.581,1.337,11803.431,0.5,597.029,9.59,0.7,30.4,83.741,1.9,78.57,0.785
DZA,Asia,Algeria,2020-05-28,1838,1,121.714,415.0,2.0,1.857,2329.34,5.427,3.967,10.772,6.602,1.589,1.25,,,,,,,,,,,,,,,,,,,,,,,78.7,2877800,104.871,38.0,2.581,8.643,,1.1,278.364,10.08,7.1,,83.741,2.89,76.88,0.754
ALB,Asia,Albania,2020-03-03,27973,60,435.857,1301.0,0.0,0.286,638.682,5.395,7.472,6.95,0.206,0.169,0.81,,,,,,,,,,,,,,,,,,,,,,,75.93,43851043,54.422,38.0,13.188,8.643,11803.431,0.5,597.029,6.73,0.7,51.2,83.741,0.5,76.88,0.785
ALB,Asia,Albania,2020-04-02,36700,694,177.571,638.0,0.0,3.143,343.663,0.0,46.017,,,0.587,1.6,,,,,,,,,,,,,,,,,,,,,,,65.74,43851043,163.755,18.6,6.211,1.337,13913.839,1.1,304.195,9.59,,51.2,83.741,2.89,64.83,0.785
ALB,Europe,Afghanistan,2020-07-02,2127,641,41.571,1403.0,0.0,19.286,33.477,13.637,7.499,381.541,0.591,0.15,1.12,,,,,,,,,,,,,,,,,,,,,,,59.26,38928341,54.422,29.1,2.581,8.643,13913.839,,304.195,10.08,7.1,51.2,83.741,1.9,64.83,0.498
ALB,Asia,Albania,2020-06-23,2268,8,419.286,716.0,2.0,0.571,16284.314,0.308,0.444,56.829,0.308,1.142,1.32,,,,,,,,,,,,,,,,,,,,,,,76.85,38928341,104.871,18.6,6.211,3.857,1803.987,0.5,597.029,10.08,,51.2,83.741,2.89,64.83,0.785
ALB,Africa,Andorra,2020-04-02,518,162,262.0,258.0,2.0,5.0,1284.745,233.859,48.102,,0.822,0.492,1.48,,,,,,,,,,,,,,,,,,,,,,,86.11,2877800,54.422,38.0,2.581,8.643,11803.431,1.1,597.029,9.59,,,83.741,1.9,78.57,0.754
AND,Asia,Andorra,2020-04-16,3752,216,54.571,2301.0,7.0,0.0,522.627,273.473,102.012,14.942,0.57,0.07,1.04,,,,,,,,,,,,,,,,,,,,,,,67.59,43851043,104.871,18.6,13.188,1.337,11803.431,0.5,278.364,9.59,,,37.746,1.9,64.83,0.754
ALB,Asia,Albania,2020-09-04,424,744,308.429,83.0,11.0,8.286,0.026,8.066,207.649,38.609,0.205,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,76.85,38928341,17.348,18.6,,3.857,13913.839,,597.029,6.73,29.0,30.4,83.741,1.9,78.57,0.498
ALB,Asia,Afghanistan,2021-01-05,39297,157,70.714,1591.0,11.0,5.714,97.945,23.977,76.596,14.891,0.228,0.059,0.84,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043,104.871,29.1,2.581,3.857,11803.431,,278.364,7.97,,51.2,83.741,1.9,78.57,0.785
AND,Asia,Andorra,2020-03-25,6821,1023,21.857,555.0,2.0,0.0,948.615,37.529,168.283,10.772,0.228,0.111,1.32,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,54.422,18.6,13.188,3.857,11803.431,1.1,278.364,10.08,,30.4,,0.5,76.88,0.498
ALB,Asia,Afghanistan,2020-09-20,8697,63,3.286,38.0,5.0,2.571,303.009,4.789,0.743,12.36,1.39,0.253,1.04,,,,,,,,,,,,,,,,,,,,,,,71.3,43851043,104.871,38.0,2.581,3.857,1803.987,1.1,278.364,9.59,0.7,,,1.9,78.57,0.754
AND,Europe,Albania,2020-06-16,53584,401,48.714,1464.0,7.0,7.143,933.973,4.517,45.968,89.999,0.114,0.094,,,,,,,,,,,,,,,,,,,,,,,,50.93,38928341,104.871,38.0,13.188,1.337,13913.839,1.1,304.195,10.08,7.1,51.2,37.746,0.5,78.57,0.754
ALB,Asia,Algeria,2020-08-29,1838,93,199.286,,11.0,1.714,655.846,0.0,10.464,28.255,,0.195,0.83,,,,,,,,,,,,,,,,,,,,,,,68.52,2877800,17.348,18.6,6.211,1.337,1803.987,0.5,278.364,9.59,,,37.746,2.89,76.88,0.754
DZA,Asia,Albania,2020-10-23,50637,132,208.571,892.0,19.0,2.286,4653.207,7.992,2.202,0.695,0.154,0.312,0.87,,,,,,,,,,,,,,,,,,,,,,,38.89,43851043,54.422,18.6,2.581,8.643,13913.839,,597.029,9.59,7.1,,,2.89,64.83,0.785
AND,Europe,Afghanistan,2021-01-17,13806,63,75.286,235.0,3.0,0.429,4151.783,1.824,13.921,,0.205,0.411,0.83,,,,,,,,,,,,,,,,,,,,,,,9.26,2877800,17.348,38.0,13.188,1.337,,,304.195,6.73,,30.4,83.741,1.9,64.83,0.754
AND,Asia,Afghanistan,2020-10-04,50637,2,106.571,1379.0,0.0,1.571,6028.911,7.244,4.484,41.253,0.103,0.745,1.14,,,,,,,,,,,,,,,,,,,,,,,12.04,2877800,54.422,29.1,6.211,1.337,11803.431,1.1,304.195,10.08,7.1,,,2.89,64.83,0.754
AND,Africa,Albania,2020-10-08,37046,410,5.714,1965.0,3.0,19.0,1300.448,0.899,,0.077,0.0,0.088,1.08,,,,,,,,,,,,,,,,,,,,,,,21.3,38928341,104.871,29.1,2.581,3.857,1803.987,0.5,278.364,10.08,,,37.746,2.89,76.88,0.754
ALB,Asia,Albania,2020-12-21,9195,162,734.429,1424.0,13.0,2.0,12.942,4.239,237.582,33.78,0.433,0.114,1.09,,,,,,,,,,,,,,,,,,,,,,,79.63,38928341,54.422,38.0,6.211,8.643,11803.431,0.5,278.364,6.73,,30.4,37.746,2.89,78.57,0.785
DZA,Asia,Albania,2020-06-28,38398,0,123.143,220.0,8.0,5.143,221.956,12.942,0.111,42.097,0.257,0.095,0.81,,,,,,,,,,,,,,,,,,,,,,,75.93,43851043,104.871,18.6,13.188,8.643,11803.431,0.5,304.195,9.59,0.7,,37.746,0.5,76.88,0.498
DZA,Europe,Afghanistan,2020-11-26,556,125,,1390.0,5.0,19.714,1116.644,53.513,0.606,325.248,0.103,1.39,0.9,,,,,,,,,,,,,,,,,,,,,,,78.7,2877800,54.422,38.0,13.188,3.857,1803.987,0.5,597.029,6.73,7.1,37.8,,1.9,78.57,0.754
AND,Europe,Afghanistan,2020-10-28,6971,127,288.143,465.0,1.0,10.571,1300.448,19.771,1.229,55.487,0.347,0.238,1.39,,,,,,,,,,,,,,,,,,,,,,,63.89,43851043,104.871,38.0,2.581,1.337,1803.987,0.5,597.029,9.59,0.7,37.8,83.741,0.5,64.83,0.785
AFG,Asia,Andorra,2020-05-21,146,413,9.429,2372.0,20.0,0.0,127.619,15.289,0.444,11.467,0.16,0.418,,,,,,,,,,,,,,,,,,,,,,,,89.81,38928341,104.871,29.1,13.188,8.643,13913.839,1.1,278.364,6.73,7.1,51.2,83.741,2.89,78.57,0.785
ALB,Asia,Albania,2020-10-14,34984,0,137.714,83.0,3.0,7.714,11918.827,1.026,1.01,9.966,6.602,0.099,0.73,,,,,,,,,,,,,,,,,,,,,,,65.74,2877800,54.422,18.6,2.581,,11803.431,1.1,597.029,6.73,,51.2,37.746,0.5,76.88,0.754
ALB,Europe,Afghanistan,2020-03-22,38159,4,704.429,33.0,21.0,1.429,2659.671,0.771,3.567,,0.205,0.173,0.92,,,,,,,,,,,,,,,,,,,,,,,71.3,2877800,17.348,29.1,6.211,1.337,13913.839,,597.029,9.59,0.7,51.2,37.746,0.5,76.88,0.498
DZA,Asia,Albania,2020-08-14,36790,82,39.714,1200.0,12.0,0.0,214.225,14.64,37.678,60.265,0.077,0.137,1.03,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,17.348,38.0,2.581,3.857,11803.431,,278.364,10.08,7.1,,,0.5,64.83,0.754
ALB,Asia,Afghanistan,2020-06-07,76,410,26.286,364.0,1.0,7.571,1140.748,16.903,5.758,34.435,,1.688,1.27,,,,,,,,,,,,,,,,,,,,,,,71.3,43851043,54.422,18.6,6.211,1.337,13913.839,1.1,304.195,10.08,,,83.741,0.5,76.88,0.754
AFG,Asia,Algeria,2020-05-13,333,66,94.714,348.0,0.0,21.286,127.619,6.545,13.27,50.307,0.051,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,0.0,38928341,163.755,18.6,6.211,3.857,13913.839,,304.195,10.08,7.1,51.2,83.741,1.9,76.88,0.498
DZA,Asia,Albania,2020-04-09,5105,587,3.286,370.0,0.0,0.0,2046.355,1.39,3.196,56.026,3.127,0.081,1.12,,,,,,,,,,,,,,,,,,,,,,,28.7,2877800,17.348,38.0,2.581,3.857,11803.431,1.1,597.029,10.08,7.1,51.2,,1.9,76.88,0.754
ALB,Asia,Andorra,2020-12-24,1,21,618.857,221.0,9.0,0.286,2928.279,2.209,1.094,3.93,0.514,0.049,1.2,,,,,,,,,,,,,,,,,,,,,,,0.0,2877800,104.871,29.1,13.188,1.337,13913.839,,597.029,6.73,,30.4,37.746,0.5,76.88,0.498
AND,Africa,Albania,2020-12-30,39290,291,0.0,284.0,34.0,18.286,312.044,2.085,7.545,431.232,0.026,0.199,,,,,,,,,,,,,,,,,,,,,,,,12.04,2877800,104.871,18.6,6.211,,11803.431,1.1,304.195,6.73,0.7,30.4,37.746,1.9,64.83,0.754
ALB,Asia,Afghanistan,2020-11-17,11353,143,9.0,1421.0,,14.286,1055.668,478.871,1.204,0.068,0.077,0.15,0.79,,,,,,,,,,,,,,,,,,,,,,,75.0,43851043,54.422,38.0,13.188,1.337,1803.987,,278.364,9.59,,,37.746,0.5,76.88,0.498
AFG,Europe,Albania,2020-11-21,15208,7,877.857,,1.0,0.0,1025.679,13.523,9.91,53.843,0.205,0.3,0.76,,,,,,,,,,,,,,,,,,,,,,,38.89,38928341,54.422,29.1,2.581,1.337,13913.839,0.5,278.364,10.08,0.7,,37.746,1.9,78.57,0.498
DZA,Europe,Afghanistan,2020-05-01,3278,752,1039.714,1544.0,7.0,10.286,473.649,5.975,23.977,11.467,0.0,0.099,1.03,,,,,,,,,,,,,,,,,,,,,,,12.04,38928341,104.871,18.6,6.211,8.643,11803.431,,278.364,10.08,,51.2,,1.9,76.88,0.498
DZA,Europe,Afghanistan,2020-11-07,50190,542,243.714,173.0,14.0,8.429,14.283,14.951,5.616,9.382,0.0,0.073,1.12,,,,,,,,,,,,,,,,,,,,,,,12.04,38928341,104.871,29.1,13.188,1.337,13913.839,,597.029,9.59,,,,1.9,76.88,0.754
DZA,Asia,Algeria,2020-11-08,70629,461,673.429,1390.0,17.0,4.429,1134.829,0.694,8.341,60.085,0.334,0.397,1.2,,,,,,,,,,,,,,,,,,,,,,,65.74,43851043,17.348,29.1,6.211,8.643,1803.987,,597.029,9.59,0.7,51.2,37.746,2.89,76.88,0.754
ALB,Europe,Afghanistan,2020-10-19,2127,95,5.857,973.0,8.0,9.143,59.953,95.559,4.268,0.068,0.205,0.149,0.73,,,,,,,,,,,,,,,,,,,,,,,75.93,2877800,17.348,18.6,6.211,3.857,1803.987,0.5,278.364,10.08,0.7,30.4,,1.9,76.88,0.785
AND,Europe,Andorra,2020-09-22,175,231,109.286,2224.0,3.0,8.429,552.505,8.323,0.049,128.57,2.085,0.156,,,,,,,,,,,,,,,,,,,,,,,,89.81,38928341,17.348,29.1,2.581,8.643,13913.839,1.1,278.364,10.08,0.7,30.4,37.746,2.89,76.88,0.498
ALB,Europe,Andorra,2020-10-17,88252,434,108.571,1965.0,25.0,3.429,22702.759,19.612,19.486,258.183,0.077,1.39,1.06,,,,,,,,,,,,,,,,,,,,,,,28.7,2877800,17.348,38.0,6.211,1.337,13913.839,0.5,597.029,9.59,,51.2,83.741,2.89,76.88,0.785
DZA,Asia,Afghanistan,2020-08-01,2160,95,29.143,27.0,6.0,9.0,1364.173,4.789,31.621,59.2,0.051,0.248,0.74,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,104.871,18.6,13.188,1.337,13913.839,1.1,597.029,6.73,0.7,,37.746,1.9,64.83,0.785
AND,Asia,Algeria,2020-12-14,57146,70,716.857,425.0,3.0,8.286,411.425,43.088,2.484,10.772,0.026,0.394,1.27,,,,,,,,,,,,,,,,,,,,,,,54.63,43851043,104.871,38.0,6.211,8.643,13913.839,0.5,597.029,6.73,,51.2,,2.89,78.57,0.785
