ZdS,date,sem_epi,zone_sante,aire_sante,report_viv,report_dc,nlle_viv,nlle_deces,investig_viv,investig_dc,investig_en cours_viv,investig_en cours_dc,non investig_viv,non investig_dc,valid_viv,valid_dc,acheminee_CTE,acheminee_FOSA,acheminee_en_cours,acheminee_refus,AchemineesCTE=vivants valides,total_prelev,ATTENTE_prele,REFUS_prelev,prelev=vivant valide,EDS,swabbe,REFUS_EDS,REFUS_swab,EDS=deces valides,Swab=deces valides,PoE,FOSA,Comm,recu_contact,CTE,Sources=alertes,connu_vivant,connu_deces,nouvelle_totale,total_alerte_viv,total_alerte_deces,total_alerte,total_investigues,valid_tot,%prelev,%invest,%valid
MAKANZA,28/07/2020,31,Ouham,Nola,0.0,0.0,4.0,0.0,0.0,,20,1,,,50.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,45.0,,,,OK,,,0,0,0,0,0,2,0.0,0.935483871,
LOLANGA-MAMPOKO,21/09/2020,38,Bozoum,Nola,0.0,0.0,3.0,0.0,,0.0,3,,,,0.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,19.0,0.0,,,Erreur,,,1,63,2,49,12,0,0.0,1.0,
MONIEKA,10/08/2020,39,Batangafo,Nola,6.0,1.0,74.0,1.0,74.0,0.0,11,,,,20.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,85.0,0.0,,0.0,Erreur,,,39,52,3,92,0,0,0.333333333,1.0,0.108695652
LOTUMBE,06/09/2020,32,Ombella-M'Poko,Nola,0.0,1.0,0.0,1.0,92.0,2.0,6,O,,,1.0,1.0,10.0,,0.0,0.0,Erreur,6.0,,,OK,,,,,Erreur,Erreur,,,31.0,,0.0,Erreur,,,0,38,1,3,131,60,,1.0,0.083333333
BOMONGO,15/06/2020,29,Zémio,Nola,0.0,0.0,96.0,7.0,22.0,0.0,,O,,,7.0,0.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,5.0,0.0,,,Erreur,,,0,0,6,135,9,6,0.0,0.872340426,0.174311927
LILANGA-BOBANGI,11/08/2020,33,Zémio,Nola,0.0,0.0,2.0,0.0,26.0,1.0,11,1,,,0.0,0.0,0.0,,62.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,,17.0,,0.0,Erreur,,,88,26,2,94,102,10,0.0,0.0,0.123287671
BOLOMBA,18/07/2020,28,Ouham,Nola,10.0,0.0,130.0,0.0,131.0,3.0,28,O,,,2.0,0.0,0.0,,0.0,0.0,OK,,,,OK,,,,,OK,Erreur,0.0,0.0,48.0,,0.0,Erreur,,,1,26,3,169,54,12,,1.0,0.177777778
,19/08/2020,31,Ombella-M'Poko,Nola,0.0,0.0,0.0,0.0,0.0,0.0,11,1,,,6.0,2.0,2.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,5.0,59.0,,0.0,OK,,,12,130,1,169,0,0,0.0,0.84496124,0.01369863
BIKORO,05/07/2020,27,Zémio,Nola,,0.0,82.0,1.0,1.0,0.0,17,1,,,48.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,0.0,37.0,,,OK,,,108,28,1,47,62,12,0.0,1.0,0.5
MAKANZA,01/09/2020,27,Batangafo,Nola,0.0,0.0,,0.0,114.0,0.0,14,O,,,4.0,0.0,,,0.0,0.0,Erreur,,,,OK,,,,1.0,Erreur,OK,0.0,,4.0,,0.0,OK,,,0,5,3,576,0,45,0.0,0.747252747,1.0
LOLANGA-MAMPOKO,06/08/2020,25,Ouham,Nola,0.0,0.0,111.0,1.0,28.0,0.0,24,,,,8.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,,,,0.0,Erreur,,,31,6,0,8,11,8,0.0,,0.146341463
BOMONGO,30/06/2020,30,Ouham,Nola,0.0,0.0,74.0,0.0,6.0,0.0,17,,,,9.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,,,,,OK,,,34,0,2,0,57,32,,0.777777778,0.158536585
,25/07/2020,36,Ombella-M'Poko,Nola,13.0,0.0,168.0,1.0,48.0,0.0,0,,,,,0.0,4.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,1.0,204.0,0.0,,0.0,Erreur,,,37,91,0,117,77,10,,1.0,0.086206897
INGENDE,13/09/2020,33,Baoro,Nola,0.0,0.0,29.0,0.0,2.0,2.0,9,1,,,39.0,1.0,0.0,,9.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,40.0,,,,Erreur,,,77,161,1,7,29,31,0.0,0.576923077,0.162162162
BOLENGE,21/09/2020,35,Ouham,Nola,37.0,0.0,61.0,0.0,117.0,0.0,13,0,,,2.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,11.0,,1.0,0.0,Erreur,,,136,0,0,25,0,0,0.0,1.0,0.666666667
WANGATA,24/09/2020,27,Ouham,Nola,0.0,0.0,127.0,1.0,35.0,2.0,11,O,,,18.0,3.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,0.0,,,,OK,,,11,4,0,0,156,2,0.0,,0.085365854
BIKORO,20/07/2020,25,Zémio,Nola,0.0,0.0,134.0,1.0,0.0,0.0,8,1,,,15.0,0.0,4.0,,0.0,,Erreur,,,,Erreur,,,,,OK,OK,0.0,0.0,6.0,,0.0,Erreur,,,0,0,3,0,119,0,,0.6,0.095238095
LILANGA-BOBANGI,15/06/2020,29,Bambari,Nola,0.0,,29.0,1.0,0.0,2.0,,O,,,3.0,2.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,,,0.0,,,Erreur,,,29,104,0,32,0,29,0.0,,0.291666667
BOLENGE,29/06/2020,31,Ombella-M'Poko,Nola,0.0,0.0,61.0,0.0,12.0,0.0,10,,,,15.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,38.0,0.0,,,Erreur,,,0,32,0,160,137,4,0.0,1.0,0.75
BIKORO,19/08/2020,29,Ndélé,Nola,4.0,0.0,118.0,0.0,9.0,2.0,21,,,,14.0,7.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,OK,,,,,,Erreur,,,0,4,1,12,95,5,0.0,1.0,1.0
LOLANGA-MAMPOKO,19/09/2020,32,Mbaiki,Nola,0.0,0.0,48.0,1.0,40.0,,2,2,,,7.0,9.0,0.0,,0.0,,Erreur,,,,Erreur,,,,,OK,OK,0.0,,0.0,,0.0,Erreur,,,32,53,0,128,57,42,0.0,1.0,0.185185185
BOLENGE,28/08/2020,27,Ouham,Nola,,0.0,13.0,0.0,73.0,0.0,20,O,,,,0.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,97.0,3.0,,0.0,Erreur,,,81,38,0,132,79,2,0.266666667,1.0,
LOTUMBE,25/08/2020,36,Mbaiki,Nola,0.0,0.0,0.0,3.0,45.0,0.0,13,,,,1.0,2.0,0.0,,0.0,,Erreur,,,,Erreur,,,,,Erreur,OK,,0.0,,0.0,0.0,Erreur,,,124,0,0,0,95,18,,,0.326530612
BOLENGE,10/07/2020,37,Bozoum,Nola,0.0,0.0,0.0,,0.0,0.0,3,,,,21.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,1.0,,,Erreur,OK,,,0.0,,0.0,Erreur,,,2,12,0,44,68,8,,1.0,0.52173913
BOLENGE,21/08/2020,29,Bozoum,Nola,0.0,0.0,34.0,1.0,262.0,,1,O,,,16.0,0.0,5.0,,0.0,0.0,OK,,,8.0,OK,,,,,OK,OK,1.0,74.0,,,0.0,Erreur,,,57,2,1,81,4,4,0.0,1.0,
BOMONGO,29/06/2020,35,Zémio,Nola,0.0,0.0,115.0,0.0,22.0,0.0,,1,,,38.0,0.0,1.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,,37.0,,,,Erreur,,,136,48,0,142,0,1,0.0,0.333333333,0.296296296
BOLENGE,15/07/2020,35,Ouham,Nola,0.0,0.0,40.0,0.0,4.0,3.0,20,O,,,40.0,0.0,0.0,,0.0,,Erreur,,,,OK,,,,,OK,Erreur,0.0,,,,0.0,Erreur,,,33,49,2,108,0,24,0.0,1.0,
MAKANZA,07/09/2020,29,Ouham,Nola,1.0,0.0,65.0,0.0,68.0,0.0,13,1,,,38.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,4.0,1.0,,,Erreur,,,44,78,1,11,39,2,0.0,1.0,0.220338983
IBOKO,26/08/2020,38,Baoro,Nola,0.0,0.0,99.0,2.0,13.0,,10,O,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,,4.0,0.0,Erreur,,,64,31,0,2,0,15,0.0,,
BIKORO,08/06/2020,35,Berberati,Nola,43.0,0.0,25.0,0.0,0.0,0.0,3,O,,,34.0,0.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,,20.0,,,Erreur,,,2,0,0,169,0,1,0.0,0.303797468,0.039473684
LOLANGA-MAMPOKO,24/09/2020,26,Damara,Nola,1.0,0.0,116.0,0.0,114.0,5.0,0,O,,,6.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,1.0,,,,OK,,,0,69,1,51,22,0,,0.533613445,0.052631579
IREBU,23/09/2020,36,Mbaiki,Nola,11.0,0.0,19.0,0.0,12.0,0.0,8,1,,,,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,73.0,,,0.0,Erreur,,,15,62,0,57,126,8,0.0,,0.296
INGENDE,28/06/2020,34,Zémio,Nola,0.0,0.0,55.0,0.0,2.0,0.0,17,O,,,7.0,4.0,0.0,,8.0,0.0,OK,,,,OK,,,,,OK,OK,0.0,46.0,65.0,,0.0,Erreur,,,103,34,5,33,116,4,0.0,1.0,0.211864407
LILANGA-BOBANGI,29/07/2020,30,Ouham,Nola,6.0,0.0,157.0,0.0,18.0,0.0,2,O,,,4.0,3.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,2.0,56.0,,,0.0,Erreur,,,0,33,0,13,214,55,0.0,,0.227272727
LILANGA-BOBANGI,23/08/2020,39,Mbaiki,Nola,0.0,0.0,68.0,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,,37.0,9.0,,,OK,,,92,0,1,112,38,10,0.0,0.840909091,0.0
IREBU,22/07/2020,36,Ombella-M'Poko,Nola,0.0,0.0,101.0,8.0,0.0,3.0,20,,,,8.0,1.0,2.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,0.0,0.0,,,Erreur,,,68,13,1,40,118,24,0.0,1.0,
LUKOLELA,25/08/2020,37,Baoro,Nola,,0.0,187.0,1.0,5.0,0.0,14,1,,,7.0,1.0,0.0,,0.0,0.0,Erreur,70.0,,,Erreur,,,,,Erreur,OK,0.0,31.0,,,,Erreur,,,0,0,1,88,14,25,,1.0,0.066666667
LOTUMBE,12/08/2020,33,Ouham,Nola,0.0,0.0,107.0,0.0,,0.0,10,O,,,7.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,2.0,,,,0.0,OK,,,4,56,0,1,0,8,0.0,0.902255639,
BOLENGE,12/07/2020,33,Ouham,Nola,16.0,0.0,94.0,2.0,56.0,1.0,24,1,,,9.0,0.0,6.0,,,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,,49.0,5.0,,0.0,Erreur,,,7,52,0,158,129,5,0.0,,0.304347826
LUKOLELA,25/08/2020,38,Baoro,Nola,4.0,0.0,179.0,0.0,0.0,0.0,0,,,,1.0,0.0,1.0,,1.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,48.0,,,,OK,,,28,5,4,0,80,22,0.0,0.9375,0.192488263
MONIEKA,24/09/2020,27,Basse-Kotto,Nola,0.0,0.0,105.0,1.0,45.0,6.0,1,2,,,0.0,0.0,15.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,41.0,0.0,,0.0,Erreur,,,0,78,0,15,41,27,,,0.285714286
BOLENGE,23/08/2020,34,Bozoum,Nola,3.0,0.0,0.0,1.0,12.0,2.0,9,O,,,39.0,0.0,2.0,,0.0,0.0,Erreur,,,,OK,,,,4.0,Erreur,Erreur,0.0,29.0,,,0.0,Erreur,,,5,158,1,0,21,3,0.0,0.545454545,
BIKORO,29/07/2020,34,Ndélé,Nola,0.0,0.0,0.0,1.0,157.0,,6,0,,,8.0,0.0,0.0,,9.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,0.0,0.0,,0.0,OK,,,37,70,0,0,84,1,0.0,1.0,0.056603774
IREBU,20/06/2020,30,Zémio,Nola,21.0,0.0,,0.0,31.0,0.0,24,O,,,15.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,47.0,,,,OK,,,1,160,2,17,9,0,0.0,,
BOLENGE,23/06/2020,34,Ouham,Nola,0.0,0.0,0.0,,40.0,0.0,0,,,,18.0,0.0,0.0,,,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,44.0,1.0,,0.0,Erreur,,,0,110,3,26,0,0,0.755555556,,0.0
BOMONGO,16/09/2020,38,Bozoum,Nola,0.0,,68.0,0.0,32.0,0.0,26,2,,,,0.0,0.0,,,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,2.0,,0.0,0.0,Erreur,,,0,37,0,66,5,0,,0.96875,
BIKORO,24/07/2020,35,Ombella-M'Poko,Nola,1.0,0.0,0.0,0.0,35.0,0.0,14,2,,,0.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,,,,0.0,Erreur,,,115,47,7,1,126,0,,0.8,
LILANGA-BOBANGI,18/08/2020,37,Ouham,Nola,0.0,0.0,10.0,3.0,1.0,0.0,0,O,,,12.0,0.0,0.0,,0.0,0.0,OK,,,,OK,,,,,Erreur,Erreur,1.0,,0.0,,0.0,Erreur,,,68,0,0,42,6,39,0.0,0.75,0.357142857
MONIEKA,07/09/2020,28,Bozoum,Nola,0.0,0.0,1.0,2.0,,1.0,48,,,,,3.0,0.0,,0.0,,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,19.0,3.0,,,Erreur,,,16,53,0,1,0,12,,0.947761194,0.326530612
MAKANZA,20/08/2020,36,Basse-Kotto,Nola,4.0,0.0,26.0,4.0,45.0,0.0,6,1,,,24.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,3.0,0.0,60.0,,,OK,,,133,81,1,1,21,5,,1.0,
LOLANGA-MAMPOKO,29/06/2020,35,Baoro,Nola,4.0,0.0,13.0,2.0,125.0,0.0,24,,,,13.0,0.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,,4.0,,,Erreur,,,18,28,1,1,38,57,,1.0,
BOMONGO,25/07/2020,29,Baoro,Nola,0.0,0.0,12.0,0.0,6.0,,48,1,,,56.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,,,,0.0,OK,,,150,38,0,0,111,2,0.0,0.857142857,0.363636364
INGENDE,30/08/2020,32,Baoro,Nola,0.0,0.0,,0.0,82.0,0.0,5,1,,,26.0,3.0,1.0,,0.0,0.0,Erreur,6.0,,,OK,,,,,OK,Erreur,1.0,,,,,Erreur,,,75,0,0,85,0,12,,1.0,0.284671533
BOLOMBA,30/08/2020,27,Ombella-M'Poko,Nola,0.0,0.0,0.0,1.0,96.0,0.0,8,O,,,6.0,0.0,0.0,,33.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,40.0,,,,Erreur,,,31,57,3,141,84,4,0.0,,0.795454545
BIKORO,07/09/2020,32,Bozoum,Nola,16.0,0.0,63.0,,27.0,0.0,,1,,,1.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,39.0,4.0,,0.0,Erreur,,,0,230,3,32,126,12,0.0,0.976190476,
LOLANGA-MAMPOKO,18/07/2020,28,Bozoum,Nola,6.0,0.0,33.0,,0.0,,20,1,,,21.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,4.0,46.0,0.0,,,Erreur,,,1,6,1,0,79,9,0.0,1.0,0.285714286
MONIEKA,22/08/2020,30,Mbaiki,Nola,,0.0,0.0,0.0,6.0,1.0,14,1,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,1.0,,,Erreur,OK,0.0,,25.0,,,OK,,,0,131,0,33,65,3,0.0,1.0,0.377358491
MBANDAKA,15/06/2020,27,Ombella-M'Poko,Nola,0.0,0.0,36.0,1.0,0.0,1.0,15,1,,,9.0,0.0,3.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,,6.0,1.0,,0.0,Erreur,,,0,57,0,106,0,0,0.0,,
MAKANZA,28/08/2020,36,Mbaiki,Nola,0.0,0.0,106.0,2.0,5.0,0.0,26,,,,6.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,1.0,,,,,Erreur,,,4,63,0,70,48,0,0.0,0.846153846,
LILANGA-BOBANGI,10/08/2020,32,Zémio,Nola,15.0,0.0,,0.0,113.0,0.0,24,1,,,7.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,,50.0,0.0,,0.0,Erreur,,,45,6,0,0,46,24,,,0.297297297
IREBU,09/09/2020,27,Ouham,Nola,1.0,0.0,54.0,0.0,0.0,4.0,3,,,,5.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,14.0,,,,OK,,,37,41,0,47,2,2,0.0,1.0,
MBANDAKA,26/06/2020,29,Baoro,Nola,1.0,0.0,4.0,4.0,5.0,0.0,14,O,,,18.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,29.0,28.0,,0.0,OK,,,9,139,0,198,2,37,,,0.386792453
MONIEKA,24/09/2020,38,Berberati,Nola,1.0,0.0,110.0,0.0,7.0,0.0,0,O,,,20.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,77.0,18.0,,0.0,Erreur,,,0,123,0,2,0,38,0.0,1.0,0.411764706
IREBU,07/09/2020,38,Zémio,Nola,7.0,0.0,81.0,0.0,0.0,6.0,21,,,,3.0,1.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,OK,0.0,0.0,14.0,,,Erreur,,,18,88,0,0,0,17,0.0,1.0,0.293333333
IBOKO,15/07/2020,24,Mbaiki,Nola,0.0,0.0,68.0,,74.0,0.0,4,,,,13.0,0.0,,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,2.0,99.0,,0.0,Erreur,,,130,44,1,4,15,1,,1.0,0.383333333
MONIEKA,25/06/2020,34,Ombella-M'Poko,Nola,0.0,0.0,17.0,0.0,123.0,3.0,9,1,,,0.0,3.0,0.0,,0.0,0.0,OK,,,,Erreur,,,,,Erreur,Erreur,0.0,1.0,31.0,,0.0,Erreur,,,136,0,1,2,111,21,0.0,0.661971831,
BOMONGO,09/08/2020,39,Basse-Kotto,Nola,3.0,0.0,0.0,1.0,63.0,2.0,0,0,,,15.0,1.0,5.0,,7.0,0.0,Erreur,,,0.0,OK,,,,,OK,Erreur,0.0,,5.0,,,Erreur,,,0,0,0,48,29,8,,0.842975207,0.064516129
INGENDE,21/07/2020,38,Bozoum,Nola,3.0,0.0,42.0,2.0,,4.0,21,2,,,0.0,3.0,3.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,,36.0,,,OK,,,47,0,1,28,0,2,0.0,0.105357143,0.13253012
MONIEKA,18/08/2020,36,Bozoum,Nola,0.0,0.0,40.0,0.0,105.0,0.0,10,,,,7.0,0.0,4.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,65.0,,0.0,,OK,,,159,18,2,39,41,1,,0.885714286,0.5
LUKOLELA,27/06/2020,35,Berberati,Nola,0.0,0.0,58.0,,157.0,2.0,9,,,,5.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,,0.0,,,OK,,,15,0,0,7,123,13,0.0,1.0,0.480769231
BOMONGO,04/06/2020,38,Ouham,Nola,0.0,0.0,176.0,1.0,22.0,0.0,6,O,,,4.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,,,,,Erreur,,,11,0,0,76,0,26,0.0,,0.5625
INGENDE,25/08/2020,30,Bozoum,Nola,9.0,0.0,22.0,3.0,109.0,0.0,2,0,,,14.0,3.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,13.0,,,,Erreur,,,16,3,0,158,7,0,,1.0,0.666666667
BIKORO,16/06/2020,29,Ouham,Nola,0.0,0.0,0.0,0.0,194.0,0.0,0,1,,,39.0,2.0,0.0,,0.0,9.0,Erreur,,,,OK,,,,,OK,Erreur,1.0,,1.0,5.0,0.0,OK,,,7,0,0,73,0,12,0.0,0.4,0.010638298
,23/08/2020,24,Bozoum,Nola,0.0,0.0,0.0,2.0,71.0,0.0,8,,,,2.0,0.0,2.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,OK,,,,,0.0,Erreur,,,26,0,1,109,2,11,0.0,1.0,0.314516129
BOLENGE,18/08/2020,24,Basse-Kotto,Nola,9.0,0.0,70.0,1.0,49.0,1.0,13,2,,,0.0,1.0,0.0,,0.0,0.0,OK,,,,OK,,,,,Erreur,Erreur,0.0,26.0,53.0,,0.0,Erreur,,,179,77,1,47,3,42,0.0,0.988636364,0.25
LOLANGA-MAMPOKO,27/08/2020,28,Mbaiki,Nola,67.0,,0.0,0.0,0.0,4.0,1,1,,,1.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,0.0,3.0,,0.0,Erreur,,,14,27,0,0,154,46,0.0,0.666666667,0.666666667
BOLENGE,26/06/2020,26,Mbaiki,Nola,0.0,0.0,177.0,1.0,2.0,0.0,O,,,,3.0,,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,,22.0,0.0,,0.0,Erreur,,,3,29,1,116,168,36,0.0,0.965517241,0.2
BOLENGE,13/09/2020,31,Ombella-M'Poko,Nola,0.0,0.0,108.0,0.0,3.0,0.0,18,O,,,26.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,,1.0,,0.0,Erreur,,,115,44,1,0,107,23,0.0,1.0,0.371428571
BOMONGO,12/09/2020,24,Mbaiki,Nola,0.0,0.0,36.0,0.0,27.0,,3,,,,7.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,1.0,,,,,Erreur,,,0,82,2,0,137,0,,1.0,0.142857143
IREBU,12/06/2020,38,Baoro,Nola,86.0,0.0,,0.0,74.0,2.0,11,,,,2.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,,1.0,,,Erreur,,,9,135,0,55,156,0,0.0,,0.086206897
INGENDE,19/08/2020,27,Basse-Kotto,Nola,17.0,0.0,27.0,2.0,94.0,0.0,21,2,,,1.0,0.0,0.0,,0.0,,OK,,,,OK,,,,0.0,OK,Erreur,,22.0,0.0,,0.0,Erreur,,,3,22,1,63,6,16,0.0,,0.611111111
IREBU,01/09/2020,34,Ombella-M'Poko,Nola,1.0,0.0,1.0,0.0,0.0,1.0,0,1,,,4.0,3.0,0.0,,9.0,0.0,Erreur,,,,OK,,1.0,,,OK,Erreur,,3.0,0.0,,0.0,Erreur,,,25,0,1,0,148,11,0.0,0.457627119,1.0
MONIEKA,23/08/2020,32,Bozoum,Nola,0.0,0.0,56.0,0.0,76.0,0.0,,O,,,4.0,1.0,1.0,,0.0,0.0,OK,,,,OK,,,,,Erreur,Erreur,,5.0,1.0,,,OK,,,18,26,0,0,77,26,0.0,,1.0
IREBU,25/08/2020,33,Mbaiki,Nola,0.0,0.0,16.0,1.0,0.0,,0,O,,,1.0,0.0,0.0,,,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,,42.0,,,,Erreur,,,32,1,0,88,74,35,0.5,0.666666667,0.258064516
IBOKO,26/06/2020,32,Mbaiki,Nola,499.0,0.0,38.0,,,1.0,8,1,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,56.0,,,0.0,Erreur,,,6,42,6,56,32,28,0.0,0.714285714,0.135416667
MBANDAKA,05/07/2020,28,Zémio,Nola,0.0,0.0,60.0,2.0,38.0,0.0,14,O,,,9.0,3.0,0.0,,0.0,,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,3.0,,,0.0,Erreur,,,0,59,0,214,155,15,,1.0,0.054794521
LILANGA-BOBANGI,26/08/2020,32,Basse-Kotto,Nola,0.0,0.0,114.0,0.0,73.0,0.0,1,O,,,37.0,0.0,3.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,0.0,0.0,0.0,0.0,OK,,,22,107,0,121,73,19,0.0,,0.0
IBOKO,07/07/2020,36,Mbaiki,Nola,0.0,0.0,29.0,2.0,49.0,0.0,10,O,,,45.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,0.0,,,,Erreur,,,40,0,0,65,56,24,0.0,0.456521739,0.307692308
BOLENGE,18/07/2020,34,Ombella-M'Poko,Nola,0.0,0.0,30.0,6.0,111.0,,1,,,,9.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,,0.0,,0.0,Erreur,,,7,0,1,0,9,54,,0.252873563,0.022727273
MBANDAKA,04/07/2020,33,Bambari,Nola,14.0,0.0,,0.0,,0.0,48,,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,,27.0,0.0,,0.0,Erreur,,,0,33,0,46,5,18,,0.954545455,0.724137931
MONIEKA,05/06/2020,26,Mbaiki,Nola,9.0,0.0,7.0,0.0,76.0,1.0,14,O,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,,0.0,,,0.0,OK,,,3,71,0,28,0,19,0.0,0.472222222,
,15/06/2020,34,Bozoum,Nola,0.0,0.0,132.0,0.0,0.0,,10,1,,,22.0,0.0,7.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,0.0,,,0.0,OK,,,77,0,0,16,84,9,,0.746478873,0.31547619
MONIEKA,27/08/2020,36,Bozoum,Nola,0.0,0.0,0.0,0.0,94.0,0.0,9,,,,19.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,2.0,,0.0,0.0,,OK,,,135,82,0,160,65,13,0.0,,0.432258065
BOMONGO,10/06/2020,30,Mbaiki,Nola,0.0,0.0,16.0,,114.0,0.0,24,1,,,7.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,0.0,0.0,0.0,0.0,Erreur,,,0,81,0,5,96,28,0.0,1.0,1.0
LOLANGA-MAMPOKO,19/09/2020,35,Bozoum,Nola,,0.0,60.0,0.0,80.0,0.0,14,,,,16.0,2.0,0.0,,0.0,,Erreur,,,,OK,,1.0,,,Erreur,Erreur,0.0,,,,,OK,,,59,73,0,25,139,28,,,
